              B:M:lowmc-s128b |            ctr.key::10485760 |  120 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 348506, 348507, 348508, mpv: [3.203e-04, 4.500e-03, 1.476e-04], [; ; ]
              B:M:lowmc-s128b |            ctr.key::10485760 |  150 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 348530, 348531, 348532, mpv: [7.100e-04, 4.638e-04, 8.882e-04], [; ; ]
              B:M:lowmc-s128b |            ctr.key::10485760 |  180 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 348554, 348555, 348556, mpv: [2.500e-03, 1.631e-04, 1.112e-03], [; ; ]
              B:M:lowmc-s128b |            ctr.key::10485760 |  210 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 348578, 348579, 348580, mpv: [2.000e-03, 1.399e-03, 1.300e-03], [; ; ]
              B:M:lowmc-s128b |           ctr.key::104857600 |    1 | R (377/ 735 ~0.513; c R (147/ 245) | hcr:  - , max 252, sm: 99.60 %, sds 111) exs: 347990, 347991, 347992, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |           ctr.key::104857600 |    2 | R (370/ 735 ~0.503; c R (142/ 245) | hcr:  - , max 252, sm: 99.21 %, sds 111) exs: 348014, 348015, 348016, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |           ctr.key::104857600 |    3 | R (358/ 735 ~0.487; c R (135/ 245) | hcr:  - , max 252, sm: 98.81 %, sds 111) exs: 348038, 348039, 348040, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |           ctr.key::104857600 |    4 | R (325/ 735 ~0.442; c R (120/ 245) | hcr:  - , max 252, sm: 98.41 %, sds 111) exs: 348062, 348063, 348064, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |           ctr.key::104857600 |    5 | R (309/ 735 ~0.420; c R (106/ 245) | hcr:  - , max 252, sm: 98.02 %, sds 111) exs: 348086, 348087, 348088, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |           ctr.key::104857600 |    6 | R (258/ 735 ~0.351; c R ( 90/ 245) | hcr:  - , max 252, sm: 97.62 %, sds 111) exs: 348110, 348111, 348112, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |           ctr.key::104857600 |    7 | R (235/ 735 ~0.320; c R ( 85/ 245) | hcr:  - , max 252, sm: 97.22 %, sds 111) exs: 348134, 348135, 348136, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |           ctr.key::104857600 |    8 | R (232/ 735 ~0.316; c R ( 79/ 245) | hcr:  - , max 252, sm: 96.83 %, sds 111) exs: 348158, 348159, 348160, mpv: [1.976e-323, 1.976e-323, 0.000e+00]
              B:M:lowmc-s128b |           ctr.key::104857600 |    9 | R (195/ 735 ~0.265; c R ( 68/ 245) | hcr:  - , max 252, sm: 96.43 %, sds 111) exs: 348182, 348183, 348184, mpv: [1.000e-300, 3.953e-323, 1.000e-300]
              B:M:lowmc-s128b |           ctr.key::104857600 |   10 | R (198/ 735 ~0.269; c R ( 69/ 245) | hcr:  - , max 252, sm: 96.03 %, sds 111) exs: 348206, 348207, 348208, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |           ctr.key::104857600 |   11 | R (197/ 735 ~0.268; c R ( 65/ 245) | hcr:  - , max 252, sm: 95.63 %, sds 111) exs: 348230, 348231, 348232, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |           ctr.key::104857600 |   12 | R (173/ 735 ~0.235; c R ( 59/ 245) | hcr:  - , max 252, sm: 95.24 %, sds 111) exs: 348254, 348255, 348256, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |           ctr.key::104857600 |   13 | R ( 84/ 735 ~0.114; c R ( 26/ 245) | hcr:  - , max 252, sm: 94.84 %, sds 111) exs: 348278, 348279, 348280, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |           ctr.key::104857600 |   14 | R ( 27/ 735 ~0.037; c R (  9/ 245) | hcr:  - , max 252, sm: 94.44 %, sds 111) exs: 348302, 348303, 348304, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |           ctr.key::104857600 |   15 | R ( 27/ 735 ~0.037; c R (  8/ 245) | hcr:  - , max 252, sm: 94.05 %, sds 111) exs: 348326, 348327, 348328, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |           ctr.key::104857600 |   16 | R ( 12/ 735 ~0.016; c R (  4/ 245) | hcr:  - , max 252, sm: 93.65 %, sds 111) exs: 348350, 348351, 348352, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [442, 524, 594; 442, 524, 542, 560, 594; 442, 524, 542, 594]
              B:M:lowmc-s128b |           ctr.key::104857600 |   17 | R (  9/ 735 ~0.012; c R (  3/ 245) | hcr:  - , max 252, sm: 93.25 %, sds 111) exs: 348374, 348375, 348376, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [442, 524, 594; 442, 524, 594; 442, 524, 594]
              B:M:lowmc-s128b |           ctr.key::104857600 |   18 | R (  3/ 735 ~0.004; c - (  1/ 245) | hcr:  - , max 252, sm: 92.86 %, sds 111) exs: 348398, 348399, 348400, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [442; 442; 442]
              B:M:lowmc-s128b |           ctr.key::104857600 |   19 | R (  3/ 735 ~0.004; c - (  2/ 245) | hcr:  - , max 252, sm: 92.46 %, sds 111) exs: 348422, 348423, 348424, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [442; 442; 442]
              B:M:lowmc-s128b |           ctr.key::104857600 |   20 | R (  3/ 735 ~0.004; c - (  1/ 245) | hcr:  - , max 252, sm: 92.06 %, sds 111) exs: 348446, 348447, 348448, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [442; 442; 442]
              B:M:lowmc-s128b |           ctr.key::104857600 |   50 | - (  0/ 735 ~0.000; c - (  0/ 245) | hcr:  - , max 252, sds 000) exs: 348470, 348471, 348472, mpv: [2.397e-03, 3.200e-03, 1.900e-03], [; ; ]
              B:M:lowmc-s128b |           ctr.key::104857600 |   90 | - (  0/ 735 ~0.000; c - (  0/ 245) | hcr:  - , max 252, sds 000) exs: 348494, 348495, 348496, mpv: [3.300e-03, 4.054e-03, 2.999e-03], [; ; ]
              B:M:lowmc-s128b |           ctr.key::104857600 |  120 | - (  0/ 735 ~0.000; c - (  0/ 245) | hcr:  - , max 252, sds 000) exs: 348518, 348519, 348520, mpv: [2.863e-04, 3.672e-04, 1.399e-03], [; ; ]
              B:M:lowmc-s128b |           ctr.key::104857600 |  150 | - (  0/ 735 ~0.000; c - (  0/ 245) | hcr:  - , max 252, sds 000) exs: 348542, 348543, 348544, mpv: [3.579e-05, 8.200e-03, 1.515e-03], [; ; ]
              B:M:lowmc-s128b |           ctr.key::104857600 |  180 | - (  0/ 735 ~0.000; c - (  0/ 245) | hcr:  - , max 252, sds 000) exs: 348566, 348567, 348568, mpv: [2.312e-03, 1.112e-03, 4.000e-05], [; ; ]
              B:M:lowmc-s128b |           ctr.key::104857600 |  210 | - (  0/ 735 ~0.000; c - (  0/ 245) | hcr:  - , max 252, sds 000) exs: 348590, 348591, 348592, mpv: [2.600e-04, 6.100e-04, 1.061e-02], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |    3 | R (312/ 642 ~0.486; c R (111/ 214) | hcr:  - , max 252, sm: 98.81 %, sds 111) exs: 311960, 311961, 311962, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |                ctr::10485760 |    4 | R (270/ 642 ~0.421; c R ( 98/ 214) | hcr:  - , max 252, sm: 98.41 %, sds 111) exs: 311966, 311967, 311968, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |                ctr::10485760 |    5 | R (260/ 642 ~0.405; c R ( 93/ 214) | hcr:  - , max 252, sm: 98.02 %, sds 111) exs: 311972, 311973, 311974, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |                ctr::10485760 |    6 | R (216/ 642 ~0.336; c R ( 76/ 214) | hcr:  - , max 252, sm: 97.62 %, sds 111) exs: 311978, 311979, 311980, mpv: [4.941e-324, 0.000e+00, 4.941e-324]
              B:M:lowmc-s128b |                ctr::10485760 |    7 | R (200/ 642 ~0.312; c R ( 69/ 214) | hcr:  - , max 252, sm: 97.22 %, sds 111) exs: 311984, 311985, 311986, mpv: [9.881e-324, 9.881e-324, 1.000e-300]
              B:M:lowmc-s128b |                ctr::10485760 |    8 | R (213/ 642 ~0.332; c R ( 74/ 214) | hcr:  - , max 252, sm: 96.83 %, sds 111) exs: 311990, 311991, 311992, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |                ctr::10485760 |    9 | R (168/ 642 ~0.262; c R ( 57/ 214) | hcr:  - , max 252, sm: 96.43 %, sds 111) exs: 311996, 311997, 311998, mpv: [1.000e-300, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |                ctr::10485760 |   10 | R (168/ 642 ~0.262; c R ( 59/ 214) | hcr:  - , max 252, sm: 96.03 %, sds 111) exs: 312002, 312003, 312004, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |                ctr::10485760 |   11 | R ( 79/ 642 ~0.123; c R ( 25/ 214) | hcr:  - , max 252, sm: 95.63 %, sds 111) exs: 312008, 312009, 312010, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |                ctr::10485760 |   12 | R ( 32/ 642 ~0.050; c R (  9/ 214) | hcr:  - , max 252, sm: 95.24 %, sds 111) exs: 323414, 323415, 323416, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |                ctr::10485760 |   13 | R ( 14/ 642 ~0.022; c R (  5/ 214) | hcr:  - , max 252, sm: 94.84 %, sds 111) exs: 323426, 323427, 323428, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [445, 524, 576, 594, 598, 702; 445, 524, 594, 598; 445, 524, 594, 702]
              B:M:lowmc-s128b |                ctr::10485760 |   14 | R ( 17/ 642 ~0.026; c R (  6/ 214) | hcr:  - , max 252, sm: 94.44 %, sds 111) exs: 323438, 323439, 323440, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |                ctr::10485760 |   15 | R (  6/ 642 ~0.009; c - (  2/ 214) | hcr:  - , max 252, sm: 94.05 %, sds 111) exs: 323450, 323451, 323452, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [445, 524; 445, 524; 445, 524]
              B:M:lowmc-s128b |                ctr::10485760 |   16 | R (  7/ 642 ~0.011; c R (  3/ 214) | hcr:  - , max 252, sm: 93.65 %, sds 111) exs: 323462, 323463, 323464, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [445; 445, 524, 594; 445, 524, 594]
              B:M:lowmc-s128b |                ctr::10485760 |   17 | - (  3/ 642 ~0.005; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 323888, 323889, 323890, mpv: [5.085e-06, 1.000e-05, 3.680e-04], [522, 593; 524; ]
              B:M:lowmc-s128b |                ctr::10485760 |   18 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 323900, 323901, 323902, mpv: [1.569e-04, 2.043e-03, 1.050e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   19 | - (  0/ 642 ~0.000; c - (  1/ 214) | hcr:  - , max 252, sds 000) exs: 323912, 323913, 323914, mpv: [2.300e-03, 1.708e-03, 2.971e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   20 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312014, 312015, 312016, mpv: [7.140e-04, 4.586e-03, 3.466e-04], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   21 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 323924, 323925, 323926, mpv: [7.991e-04, 2.707e-03, 6.900e-04], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   30 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312020, 312021, 312022, mpv: [5.600e-04, 2.244e-03, 4.592e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   40 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312026, 312027, 312028, mpv: [4.532e-05, 7.231e-04, 1.158e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   48 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 324411, 324412, 324413, mpv: [8.663e-04, 2.244e-03, 1.300e-04], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   49 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 324423, 324424, 324425, mpv: [1.156e-03, 2.465e-03, 8.661e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   50 | - (  2/ 642 ~0.003; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312032, 312033, 312034, mpv: [2.612e-03, 2.600e-07, 1.800e-06], [; 449; 393]
              B:M:lowmc-s128b |                ctr::10485760 |   51 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 324435, 324436, 324437, mpv: [3.700e-03, 9.400e-04, 1.859e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   52 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 324447, 324448, 324449, mpv: [1.538e-03, 1.572e-05, 2.341e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   60 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312038, 312039, 312040, mpv: [1.050e-03, 7.422e-03, 1.700e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   70 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312044, 312045, 312046, mpv: [2.199e-04, 1.245e-04, 3.400e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   80 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312050, 312051, 312052, mpv: [1.538e-03, 1.100e-03, 5.607e-04], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   88 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 324387, 324388, 324389, mpv: [3.977e-04, 9.539e-04, 3.977e-04], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   89 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 323936, 323937, 323938, mpv: [2.465e-03, 4.715e-03, 1.691e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   90 | - (  1/ 642 ~0.002; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312056, 312057, 312058, mpv: [3.579e-05, 7.599e-06, 8.700e-05], [; 182; ]
              B:M:lowmc-s128b |                ctr::10485760 |   91 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 323948, 323949, 323950, mpv: [1.000e-02, 1.538e-03, 5.300e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |   92 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 324399, 324400, 324401, mpv: [3.700e-03, 1.002e-03, 2.326e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  100 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312062, 312063, 312064, mpv: [1.662e-03, 2.527e-04, 7.298e-05], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  110 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312068, 312069, 312070, mpv: [2.500e-03, 1.800e-03, 2.043e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  120 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312074, 312075, 312076, mpv: [7.062e-04, 1.050e-03, 6.600e-04], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  130 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312080, 312081, 312082, mpv: [1.476e-04, 2.758e-03, 1.803e-04], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  140 | - (  0/ 642 ~0.000; c - (  1/ 214) | hcr:  - , max 252, sds 000) exs: 312086, 312087, 312088, mpv: [1.500e-03, 7.900e-04, 4.056e-04], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  145 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 324459, 324460, 324461, mpv: [5.400e-03, 2.707e-03, 1.700e-04], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  147 | - (  1/ 642 ~0.002; c - (  0/ 214) | hcr:  - , max 252, sds 001) exs: 324483, 324472, 324485, mpv: [1.156e-03, 9.400e-05, 5.218e-15], [; ;  48]
              B:M:lowmc-s128b |                ctr::10485760 |  149 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 324495, 324496, 324497, mpv: [1.050e-03, 9.539e-04, 4.100e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  150 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312092, 312093, 312094, mpv: [1.357e-03, 8.900e-04, 2.707e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  160 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312098, 312099, 312100, mpv: [2.600e-04, 5.334e-04, 8.363e-04], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  170 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312104, 312105, 312106, mpv: [2.763e-03, 2.465e-03, 6.881e-04], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  180 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312110, 312111, 312112, mpv: [3.923e-03, 1.400e-03, 1.100e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  190 | - ( 53/ 642 ~0.083; c - (  0/ 214) | hcr:  - , max 252, sds 001) exs: 312116, 312117, 312118, mpv: [1.800e-03, 3.577e-03, 0.000e+00]
              B:M:lowmc-s128b |                ctr::10485760 |  200 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312122, 312123, 312124, mpv: [1.050e-03, 1.500e-03, 9.539e-04], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  210 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312128, 312129, 312130, mpv: [4.042e-03, 2.500e-03, 1.700e-03], [; ; ]
              B:M:lowmc-s128b |                ctr::10485760 |  220 | - ( 63/ 642 ~0.098; c - (  0/ 214) | hcr:  - , max 252, sds 001) exs: 312134, 312135, 312136, mpv: [1.272e-03, 7.298e-05, 0.000e+00]
              B:M:lowmc-s128b |                ctr::10485760 |  230 | - (142/ 642 ~0.221; c - (  1/ 214) | hcr:  - , max 252, sds 100) exs: 312140, 312141, 312142, mpv: [0.000e+00, 1.100e-03, 4.387e-04]
              B:M:lowmc-s128b |                ctr::10485760 |  240 | - (  0/ 642 ~0.000; c - (  0/ 214) | hcr:  - , max 252, sds 000) exs: 312146, 312147, 312148, mpv: [1.399e-03, 3.800e-04, 2.960e-04], [; ; ]
              B:M:lowmc-s128b |               ctr::104857600 |    1 | R (403/ 717 ~0.562; c R (156/ 239) | hcr:  - , max 252, sm: 99.60 %, sds 111) exs: 285280, 313438, 313439, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |               ctr::104857600 |    2 | R (334/ 717 ~0.466; c R (122/ 239) | hcr:  - , max 252, sm: 99.21 %, sds 111) exs: 285285, 313442, 313443, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |               ctr::104857600 |    3 | R (389/ 735 ~0.529; c R (147/ 245) | hcr:  - , max 252, sm: 98.81 %, sds 111) exs: 285476, 310942, 310943, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |               ctr::104857600 |    4 | R (415/ 735 ~0.565; c R (127/ 245) | hcr:  - , max 252, sm: 98.41 %, sds 111) exs: 285482, 310946, 310947, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |               ctr::104857600 |    5 | R (336/ 735 ~0.457; c R (124/ 245) | hcr:  - , max 252, sm: 98.02 %, sds 111) exs: 285488, 310950, 310951, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |               ctr::104857600 |    6 | R (281/ 735 ~0.382; c R (103/ 245) | hcr:  - , max 252, sm: 97.62 %, sds 111) exs: 285496, 310954, 310955, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |               ctr::104857600 |    7 | R (256/ 735 ~0.348; c R ( 93/ 245) | hcr:  - , max 252, sm: 97.22 %, sds 111) exs: 285502, 310958, 310959, mpv: [0.000e+00, 0.000e+00, 0.000e+00]
              B:M:lowmc-s128b |               ctr::104857600 |    8 | R (261/ 735 ~0.355; c R ( 96/ 245) | hcr:  - , max 252, sm: 96.83 %, sds 111) exs: 285507, 310962, 310963, mpv: [5.929e-323, 1.976e-323, 3.953e-323]
              B:M:lowmc-s128b |               ctr::104857600 |    9 | R (223/ 735 ~0.303; c R ( 78/ 245) | hcr:  - , max 252, sm: 96.43 %, sds 111) exs: 285514, 310966, 310967, mpv: [5.929e-323, 5.929e-323, 3.953e-323]
              B:M:lowmc-s128b |               ctr::104857600 |   10 | R (190/ 735 ~0.259; c R ( 63/ 245) | hcr:  - , max 252, sm: 96.03 %, sds 111) exs: 285518, 310970, 310971, mpv: [3.953e-323, 3.953e-323, 3.953e-323]
              B:M:lowmc-s128b |               ctr::104857600 |   11 | R (186/ 735 ~0.253; c R ( 61/ 245) | hcr:  - , max 252, sm: 95.63 %, sds 111) exs: 285525, 310974, 310975, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |               ctr::104857600 |   12 | R (131/ 735 ~0.178; c R ( 46/ 245) | hcr:  - , max 252, sm: 95.24 %, sds 111) exs: 323420, 323421, 323422, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |               ctr::104857600 |   13 | R ( 91/ 735 ~0.124; c R ( 31/ 245) | hcr:  - , max 252, sm: 94.84 %, sds 111) exs: 323432, 323433, 323434, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |               ctr::104857600 |   14 | R ( 71/ 735 ~0.097; c R ( 24/ 245) | hcr:  - , max 252, sm: 94.44 %, sds 111) exs: 323444, 323445, 323446, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |               ctr::104857600 |   15 | R ( 27/ 735 ~0.037; c R (  6/ 245) | hcr:  - , max 252, sm: 94.05 %, sds 111) exs: 323456, 323457, 323458, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |               ctr::104857600 |   16 | R ( 17/ 735 ~0.023; c R (  5/ 245) | hcr:  - , max 252, sm: 93.65 %, sds 111) exs: 323468, 323469, 323470, mpv: [1.000e-300, 1.000e-300, 1.000e-300]
              B:M:lowmc-s128b |               ctr::104857600 |   17 | R (  8/ 735 ~0.011; c - (  1/ 245) | hcr:  - , max 252, sm: 93.25 %, sds 111) exs: 323894, 323895, 323896, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [442, 540, 576, 845; 442; 442, 580, 594]
              B:M:lowmc-s128b |               ctr::104857600 |   18 | R (  3/ 735 ~0.004; c - (  1/ 245) | hcr:  - , max 252, sm: 92.86 %, sds 111) exs: 323906, 323907, 323908, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [442; 442; 442]
              B:M:lowmc-s128b |               ctr::104857600 |   19 | R (  3/ 735 ~0.004; c - (  1/ 245) | hcr:  - , max 252, sm: 92.46 %, sds 111) exs: 323918, 323919, 323920, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [442; 442; 442]
              B:M:lowmc-s128b |               ctr::104857600 |   20 | R (  3/ 735 ~0.004; c - (  1/ 245) | hcr:  - , max 252, sm: 92.06 %, sds 111) exs: 285531, 310978, 310979, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [442; 442; 442]
              B:M:lowmc-s128b |               ctr::104857600 |   21 | R (  3/ 735 ~0.004; c - (  1/ 245) | hcr:  - , max 252, sm: 91.67 %, sds 111) exs: 323930, 323931, 323932, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [442; 442; 442]
              B:M:lowmc-s128b |               ctr::104857600 |   30 | R (  3/ 735 ~0.004; c - (  1/ 245) | hcr:  - , max 252, sm: 88.10 %, sds 111) exs: 285537, 310982, 310983, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [442; 442; 442]
              B:M:lowmc-s128b |               ctr::104857600 |   40 | R (  3/ 735 ~0.004; c - (  1/ 245) | hcr:  - , max 252, sm: 84.13 %, sds 111) exs: 285542, 310986, 310987, mpv: [1.000e-300, 1.000e-300, 1.000e-300], [442; 442; 442]
              B:M:lowmc-s128b |               ctr::104857600 |   48 | - (  0/ 735 ~0.000; c - (  0/ 245) | hcr:  - , max 252, sds 000) exs: 324417, 324418, 324419, mpv: [1.399e-03, 1.859e-03, 4.300e-03], [; ; ]
              B:M:lowmc-s128b |               ctr::104857600 |   49 | - (  0/ 735 ~0.000; c - (  0/ 245) | hcr:  - , max 252, sds 000) exs: 324429, 324430, 324431, mpv: [3.824e-04, 7.700e-03, 2.700e-03], [; ; ]
              B:M:lowmc-s128b |               ctr::104857600 |   50 | - (  0/ 735 ~0.000; c - (  1/ 245) | hcr:  - , max 252, sds 000) exs: 285548, 310990, 310991, mpv: [1.079e-04, 1.200e-03, 1.156e-03], [; ; ]
              B:M:lowmc-s128b |               ctr::104857600 |   51 | - (  0/ 735 ~0.000; c - (  0/ 245) | hcr:  - , max 252, sds 000) exs: 324441, 324442, 324443, mpv: [2.397e-03, 1.463e-03, 1.811e-04], [; ; ]
              B:M:lowmc-s128b |               ctr::104857600 |   52 | - (  0/ 735 ~0.000; c - (  0/ 245) | hcr:  - , max 252, sds 000) exs: 324453, 324454, 324455, mpv: [8.400e-04, 1.085e-03, 3.864e-04], [; ; ]
              B:M:lowmc-s128b |               ctr::104857600 |   60 | - (  0/ 735 ~0.000; c - (  0/ 245) | hcr:  - , max 252, sds 000) exs: 285556, 310994, 310995, mpv: [9.000e-04, 1.507e-03, 7.298e-05], [; ; ]
              B:M:lowmc-s128b |               ctr::104857600 |   70 | - (  0/ 735 ~0.000; c - (  0/ 245) | hcr:  - , max 252, sds 000) exs: 285560, 310998, 310999, mpv: [2.300e-04, 8.188e-04, 5.155e-04], [; ; ]
